player_name,Season,round_number,fantasy_points,CBAs,total_CBAs,CBA_percentage,TOG,kick_ins,kicks,handballs,disposals,marks,tackles,contestedMarks,uncontestedMarks,goals,behinds,hitouts,contestedPossessions,uncontestedPossessions,freesFor,freesAgainst,clangers,turnovers,rebound50s,inside50s,hitoutWinPercentage,disposalEfficiency,kick_efficiency,ruck_contests_attended,team,total_kick_ins,opposition_team,venue,start_time,temperature,conditions,kick_in_percentage,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status,games_played
Taylor Walker,2022,Round 15,103,0,29,0,80,0,10,2,12,7,3,3,4,6,2,2,6,6,2,2,3,1,0,4,14.3,75,70,14,Adelaide Crows,10,North Melbourne,Blundstone Arena,2022-06-26T13:10:00,11,RAIN,0,KEY_FORWARD,1990-04-25,194,102,FALSE,FALSE,FALSE,TRUE,12
Taylor Walker,2022,Round 16,67,0,28,0,94,0,8,3,11,6,1,2,4,2,1,1,8,4,4,1,4,4,0,1,12.5,63.6,50,8,Adelaide Crows,10,Melbourne,Adelaide Oval,2022-07-02T16:05:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1990-04-25,194,102,FALSE,FALSE,FALSE,TRUE,12
Taylor Walker,2022,Round 17,62,0,25,0,93,0,6,5,11,4,3,1,3,1,1,3,4,7,0,0,4,4,0,2,27.3,54.5,16.7,11,Adelaide Crows,8,Hawthorn,Marvel Stadium,2022-07-10T15:20:00,15,MOSTLY_SUNNY,0,KEY_FORWARD,1990-04-25,194,102,FALSE,FALSE,FALSE,TRUE,12
Tex Wanganeen,2022,Round 2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Essendon,7,Brisbane Lions,Marvel Stadium,2022-03-26T16:35:00,24,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2003-10-10,179,78,FALSE,FALSE,FALSE,TRUE,5
Tex Wanganeen,2022,Round 3,34,0,28,0,74,0,3,0,3,2,3,0,2,1,1,0,1,2,0,0,0,0,0,1,0,33.3,33.3,0,Essendon,15,Melbourne,MCG,2022-04-01T19:20:00,20,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2003-10-10,179,78,FALSE,FALSE,FALSE,TRUE,5
Tex Wanganeen,2022,Round 4,21,0,34,0,66,0,2,0,2,1,3,0,1,0,0,0,0,2,0,0,2,2,0,0,0,100,100,0,Essendon,9,Adelaide Crows,Marvel Stadium,2022-04-10T13:10:00,27,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2003-10-10,179,78,FALSE,FALSE,FALSE,TRUE,5
Tex Wanganeen,2022,Round 10,8,0,22,0,8,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Essendon,14,Richmond,MCG,2022-05-21T19:30:00,15,OVERCAST,0,MEDIUM_FORWARD,2003-10-10,179,78,FALSE,FALSE,FALSE,TRUE,5
Tex Wanganeen,2022,Round 11,25,0,19,0,71,0,1,6,7,0,3,0,0,0,1,0,1,6,0,1,1,0,0,0,0,71.4,0,0,Essendon,12,Port Adelaide,Adelaide Oval,2022-05-29T16:10:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2003-10-10,179,78,FALSE,FALSE,FALSE,TRUE,5
Thomas Berry,2022,Round 8,63,0,24,0,53,0,6,4,10,4,5,0,4,1,2,0,4,8,0,1,4,4,1,2,0,60,33.3,0,Brisbane Lions,6,West Coast Eagles,Gabba,2022-05-07T19:25:00,24,RAIN,0,MEDIUM_FORWARD,2000-05-01,185,81,FALSE,FALSE,FALSE,TRUE,3
Thomas Berry,2022,Round 9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brisbane Lions,12,Adelaide Crows,Adelaide Oval,2022-05-14T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2000-05-01,185,81,FALSE,FALSE,FALSE,TRUE,3
Thomas Berry,2022,Round 15,22,3,27,11.11,65,0,1,7,8,0,2,0,0,0,0,0,4,4,0,1,4,4,0,2,0,62.5,0,0,Brisbane Lions,21,Melbourne,MCG,2022-06-23T19:20:00,17,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2000-05-01,185,81,FALSE,FALSE,FALSE,TRUE,3
Thomas Williamson,2022,Round 1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carlton,10,Richmond,MCG,2022-03-17T19:25:00,29,RAIN,0,MEDIUM_DEFENDER,1998-12-12,190,85,TRUE,FALSE,FALSE,FALSE,1
Thomson Dow,2022,Round 2,32,18,30,60,68,0,7,7,14,1,0,0,1,0,0,0,9,6,0,2,4,0,3,2,0,78.6,57.1,0,Richmond,13,GWS Giants,MCG,2022-03-27T15:20:00,28,SUNNY,0,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE,6
Thomson Dow,2022,Round 3,78,29,35,82.86,83,0,8,15,23,2,5,0,2,0,0,0,12,12,1,1,2,1,2,3,0,82.6,87.5,0,Richmond,9,St Kilda,Marvel Stadium,2022-04-03T15:20:00,19,RAIN,0,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE,6
Thomson Dow,2022,Round 4,78,13,26,50,76,0,7,8,15,2,7,0,2,1,0,0,7,8,1,0,1,1,1,2,0,80,71.4,0,Richmond,19,Western Bulldogs,MCG,2022-04-09T19:25:00,26,MOSTLY_SUNNY,0,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE,6
Thomson Dow,2022,Round 5,37,14,31,45.16,82,0,4,11,15,0,2,0,0,0,0,0,5,11,1,2,3,2,2,3,0,73.3,50,0,Richmond,11,Adelaide Crows,Adelaide Oval,2022-04-16T16:05:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE,6
Thomson Dow,2022,Round 6,17,6,21,28.57,50,0,3,4,7,1,0,1,0,0,0,0,3,4,0,1,3,2,0,1,0,42.9,0,0,Richmond,22,Melbourne,MCG,2022-04-24T19:25:00,19,MOSTLY_SUNNY,0,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE,6
Thomson Dow,2022,Round 17,40,19,31,61.29,74,0,5,8,13,1,2,0,1,0,0,0,8,6,1,1,3,2,0,4,0,84.6,80,0,Richmond,10,Gold Coast Suns,Metricon Stadium,2022-07-09T16:35:00,18,SUNNY,0,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE,6
Tim English,2022,Round 1,106,26,29,89.66,86,0,16,4,20,6,2,2,4,0,1,18,13,7,8,1,2,3,4,1,28.6,85,81.3,63,Western Bulldogs,13,Melbourne,MCG,2022-03-16T19:10:00,27,RAIN,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 2,101,27,33,81.82,82,0,10,14,24,6,1,1,5,1,0,21,9,15,0,2,5,5,2,3,32.3,87.5,70,65,Western Bulldogs,6,Carlton,Marvel Stadium,2022-03-24T19:20:00,20,MOSTLY_SUNNY,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 3,138,20,22,90.91,83,0,16,8,24,8,5,2,6,0,1,28,11,13,4,1,1,5,3,7,40.6,66.7,56.3,69,Western Bulldogs,6,Sydney Swans,Marvel Stadium,2022-03-31T19:20:00,21,RAIN,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 4,105,22,26,84.62,85,0,10,10,20,8,1,2,6,1,1,21,7,13,2,1,2,1,1,2,41.2,80,80,51,Western Bulldogs,9,Richmond,MCG,2022-04-09T19:25:00,26,MOSTLY_SUNNY,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 5,107,33,36,91.67,83,0,14,8,22,7,2,1,6,1,1,22,10,12,3,4,4,3,0,7,36.1,77.3,64.3,61,Western Bulldogs,5,North Melbourne,Marvel Stadium,2022-04-15T16:20:00,24,MOSTLY_SUNNY,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 11,132,29,38,76.32,80,0,14,11,25,4,4,2,2,1,1,28,14,8,5,0,0,2,0,6,45.9,88,78.6,61,Western Bulldogs,6,West Coast Eagles,Optus Stadium,2022-05-28T17:30:00,18,MOSTLY_SUNNY,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 12,95,23,26,88.46,80,0,12,8,20,5,1,0,5,1,1,17,8,11,3,1,5,5,4,3,29.8,60,41.7,57,Western Bulldogs,11,Geelong Cats,Marvel Stadium,2022-06-03T19:50:00,13,RAIN,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 14,114,33,39,84.62,85,0,12,11,23,6,1,2,4,0,0,34,16,6,3,1,5,3,4,2,41,78.3,75,83,Western Bulldogs,9,GWS Giants,GIANTS Stadium,2022-06-18T19:25:00,20,RAIN,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim English,2022,Round 17,99,23,30,76.67,80,0,8,5,13,6,4,1,5,1,1,27,4,9,0,1,2,2,1,3,35.1,53.8,37.5,77,Western Bulldogs,18,Sydney Swans,SCG,2022-07-08T19:50:00,16,SUNNY,0,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE,9
Tim Kelly,2022,Round 2,76,19,22,86.36,82,0,10,8,18,3,6,0,3,0,0,0,10,8,0,1,8,8,2,5,0,44.4,30,0,West Coast Eagles,14,North Melbourne,Marvel Stadium,2022-03-27T13:10:00,28,SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 5,69,19,31,61.29,79,0,9,7,16,5,4,0,5,0,0,0,5,11,0,1,2,4,2,4,0,75,77.8,0,West Coast Eagles,13,Sydney Swans,Optus Stadium,2022-04-15T17:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 6,113,22,26,84.62,83,0,18,13,31,7,3,0,7,0,1,0,12,18,2,1,9,10,4,8,0,58.1,44.4,0,West Coast Eagles,9,Port Adelaide,Adelaide Oval,2022-04-23T16:05:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 7,80,35,37,94.59,81,0,12,9,21,4,6,0,4,1,0,0,8,17,2,6,12,9,4,3,0,57.1,50,0,West Coast Eagles,15,Richmond,Optus Stadium,2022-04-29T18:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 8,85,21,24,87.5,80,0,11,11,22,2,6,0,2,0,0,0,10,11,0,0,2,6,1,5,0,59.1,63.6,0,West Coast Eagles,9,Brisbane Lions,Gabba,2022-05-07T19:25:00,24,RAIN,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 9,95,19,25,76,80,0,16,16,32,3,2,0,3,0,1,0,13,20,0,1,5,14,3,4,0,68.8,50,0,West Coast Eagles,16,Melbourne,Optus Stadium,2022-05-15T15:20:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 10,79,33,38,86.84,86,0,14,9,23,1,5,0,1,0,1,0,13,8,1,2,5,5,3,5,0,52.2,42.9,0,West Coast Eagles,12,GWS Giants,GIANTS Stadium,2022-05-22T14:10:00,19,RAIN,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 11,130,32,38,84.21,81,0,18,20,38,6,5,0,6,1,0,0,19,21,1,3,4,7,0,9,0,71.1,55.6,0,West Coast Eagles,11,Western Bulldogs,Optus Stadium,2022-05-28T17:30:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 12,70,22,25,88,87,0,11,13,24,4,2,0,4,0,0,0,12,12,0,3,6,5,3,4,0,70.8,54.5,0,West Coast Eagles,10,Adelaide Crows,Adelaide Oval,2022-06-04T13:15:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 15,54,28,34,82.35,84,0,11,8,19,2,2,0,2,0,0,0,8,10,0,3,8,7,0,4,0,63.2,45.5,0,West Coast Eagles,13,Essendon,Optus Stadium,2022-06-24T18:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 16,132,32,37,86.49,83,0,19,21,40,4,3,1,3,2,1,0,17,20,2,2,7,8,2,5,0,67.5,36.8,0,West Coast Eagles,8,Richmond,MCG,2022-07-03T14:10:00,13,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Kelly,2022,Round 17,74,27,29,93.1,83,0,12,9,21,5,3,0,5,0,1,0,10,11,1,3,8,6,4,5,0,52.4,50,0,West Coast Eagles,14,Carlton,Optus Stadium,2022-07-10T14:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE,12
Tim Membrey,2022,Round 1,76,0,31,0,92,0,12,1,13,6,0,1,5,3,2,0,3,8,0,0,2,3,0,3,0,69.2,66.7,0,St Kilda,12,Collingwood,Marvel Stadium,2022-03-18T19:50:00,21,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 2,52,0,21,0,93,0,6,8,14,5,2,1,4,0,3,0,8,7,1,3,4,3,0,2,0,64.3,33.3,0,St Kilda,7,Fremantle,Optus Stadium,2022-03-27T15:20:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 3,70,0,35,0,93,0,9,6,15,3,1,0,3,3,1,0,5,10,2,1,3,2,0,4,0,86.7,77.8,0,St Kilda,6,Richmond,Marvel Stadium,2022-04-03T15:20:00,19,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 4,88,0,36,0,89,0,12,3,15,8,0,1,7,4,1,0,4,10,0,1,4,4,0,0,0,66.7,66.7,0,St Kilda,13,Hawthorn,MCG,2022-04-10T15:20:00,27,MOSTLY_SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 5,82,0,26,0,88,0,11,8,19,7,2,2,5,1,1,0,8,11,0,1,2,2,1,3,0,57.9,63.6,0,St Kilda,7,Gold Coast Suns,Marvel Stadium,2022-04-16T13:45:00,27,SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 6,48,0,22,0,89,0,9,3,12,3,2,1,2,0,0,1,5,7,0,1,1,2,1,4,10,83.3,88.9,10,St Kilda,12,GWS Giants,Manuka Oval,2022-04-22T19:50:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 7,51,0,13,0,88,0,8,6,14,3,2,1,2,0,0,0,6,8,1,1,3,5,0,5,0,78.6,75,0,St Kilda,13,Port Adelaide,Cazalys Stadium,2022-04-30T19:25:00,29,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 8,82,0,26,0,93,0,13,4,17,9,0,3,6,1,2,0,6,11,0,0,3,2,0,4,0,64.7,61.5,0,St Kilda,9,Melbourne,MCG,2022-05-08T13:10:00,16,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 9,81,0,28,0,88,0,12,6,18,6,0,1,5,2,1,0,10,9,2,0,1,2,0,4,0,72.2,75,0,St Kilda,14,Geelong Cats,Marvel Stadium,2022-05-14T16:35:00,20,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 10,47,0,27,0,92,0,7,1,8,3,1,0,3,2,2,0,2,6,0,1,2,2,0,1,0,50,42.9,0,St Kilda,15,Adelaide Crows,Adelaide Oval,2022-05-21T19:00:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 11,90,0,27,0,97,0,11,3,14,7,4,1,6,2,0,0,4,10,2,0,3,0,0,4,0,85.7,81.8,0,St Kilda,8,North Melbourne,Marvel Stadium,2022-05-29T13:10:00,15,MOSTLY_SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 13,79,0,22,0,94,0,8,12,20,7,3,1,6,0,0,0,5,15,1,1,3,3,2,4,0,80,75,0,St Kilda,18,Brisbane Lions,Gabba,2022-06-11T19:25:00,18,SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 14,59,0,30,0,93,0,7,3,10,9,2,2,7,0,0,0,2,8,0,1,1,2,1,2,0,90,85.7,0,St Kilda,17,Essendon,Marvel Stadium,2022-06-17T19:50:00,15,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 15,55,0,20,0,92,0,6,8,14,7,0,1,6,1,0,0,5,9,0,2,4,4,1,4,0,85.7,83.3,0,St Kilda,11,Sydney Swans,SCG,2022-06-25T19:25:00,21,SUNNY,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 16,76,0,28,0,84,0,8,2,10,5,2,1,4,4,0,0,4,6,1,0,0,0,2,0,0,100,100,0,St Kilda,18,Carlton,Marvel Stadium,2022-07-01T19:50:00,13,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim Membrey,2022,Round 17,64,0,31,0,85,0,7,1,8,8,1,2,6,2,1,0,3,7,0,0,0,2,0,2,0,62.5,57.1,0,St Kilda,9,Fremantle,Marvel Stadium,2022-07-09T19:25:00,13,RAIN,0,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE,16
Tim O'Brien,2022,Round 4,53,0,26,0,84,0,7,7,14,6,0,1,5,0,0,0,5,9,0,0,2,2,1,0,0,92.9,85.7,0,Western Bulldogs,9,Richmond,MCG,2022-04-09T19:25:00,26,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 5,75,0,36,0,83,0,12,5,17,9,1,1,8,0,0,0,4,13,1,1,3,5,2,0,0,70.6,66.7,0,Western Bulldogs,5,North Melbourne,Marvel Stadium,2022-04-15T16:20:00,24,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 6,60,0,21,0,92,0,9,1,10,9,1,4,5,0,0,0,5,6,0,0,1,4,4,0,0,90,88.9,0,Western Bulldogs,15,Adelaide Crows,Mars Stadium,2022-04-23T13:45:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 7,45,0,30,0,91,0,7,4,11,5,1,0,5,0,0,0,4,8,0,1,1,0,2,0,0,90.9,100,0,Western Bulldogs,11,Essendon,Marvel Stadium,2022-05-01T15:20:00,20,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 8,33,0,26,0,62,0,7,2,9,4,0,1,3,0,0,0,4,4,2,2,4,3,1,3,0,77.8,71.4,0,Western Bulldogs,14,Port Adelaide,Adelaide Oval,2022-05-06T19:00:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 10,44,0,32,0,84,0,7,3,10,4,1,1,3,0,0,0,3,7,1,0,1,3,2,1,0,70,71.4,0,Western Bulldogs,9,Gold Coast Suns,Mars Stadium,2022-05-21T13:45:00,17,SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 11,60,0,38,0,83,0,9,2,11,7,2,0,7,0,0,0,0,11,0,0,0,1,3,1,0,100,100,0,Western Bulldogs,6,West Coast Eagles,Optus Stadium,2022-05-28T17:30:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 12,56,0,26,0,81,0,8,4,12,8,0,2,6,0,0,0,5,7,0,0,1,1,4,2,0,83.3,75,0,Western Bulldogs,11,Geelong Cats,Marvel Stadium,2022-06-03T19:50:00,13,RAIN,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 14,37,0,39,0,90,0,6,5,11,5,0,1,4,0,0,0,4,8,0,2,2,2,3,1,0,72.7,83.3,0,Western Bulldogs,9,GWS Giants,GIANTS Stadium,2022-06-18T19:25:00,20,RAIN,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 15,67,1,35,2.86,78,0,11,4,15,6,0,0,6,1,0,0,7,10,2,0,1,4,2,2,0,86.7,81.8,1,Western Bulldogs,11,Hawthorn,Marvel Stadium,2022-06-24T19:00:00,16,RAIN,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim O'Brien,2022,Round 16,40,0,29,0,81,0,6,0,6,1,4,0,1,0,0,0,5,2,3,0,1,2,0,2,0,83.3,83.3,0,Western Bulldogs,12,Brisbane Lions,Gabba,2022-06-30T19:20:00,21,RAIN,0,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE,11
Tim Taranto,2022,Round 1,128,11,34,32.35,87,0,21,7,28,5,7,2,3,1,3,0,12,12,2,1,5,9,0,6,0,50,52.4,0,GWS Giants,10,Sydney Swans,Accor Stadium,2022-03-19T17:10:00,23,RAIN,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 2,104,12,30,40,86,0,14,13,27,6,1,0,6,2,0,0,5,22,2,0,3,6,1,4,0,74.1,57.1,0,GWS Giants,13,Richmond,MCG,2022-03-27T15:20:00,28,SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 3,126,13,24,54.17,87,0,21,15,36,3,8,1,2,1,0,0,11,23,1,5,12,10,2,7,0,63.9,47.6,0,GWS Giants,9,Gold Coast Suns,GIANTS Stadium,2022-04-02T16:35:00,21,RAIN,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 4,107,10,25,40,80,0,17,15,32,4,4,0,4,0,1,0,14,19,3,2,5,5,5,1,0,68.8,52.9,0,GWS Giants,10,Fremantle,Optus Stadium,2022-04-09T17:25:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 5,92,16,30,53.33,82,0,13,16,29,1,4,0,1,0,0,0,15,14,2,0,5,5,2,6,0,75.9,84.6,0,GWS Giants,6,Melbourne,MCG,2022-04-16T19:25:00,27,SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 6,62,7,22,31.82,83,0,10,8,18,1,3,0,1,0,0,0,9,10,1,0,2,1,2,3,0,55.6,30,0,GWS Giants,17,St Kilda,Manuka Oval,2022-04-22T19:50:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 7,94,15,29,51.72,84,0,11,12,23,3,6,0,3,1,0,0,9,13,1,1,3,3,1,7,0,69.6,72.7,0,GWS Giants,6,Adelaide Crows,Adelaide Oval,2022-04-30T13:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 8,89,11,20,55,86,0,13,11,24,4,4,0,4,0,0,0,9,15,3,1,3,2,0,3,0,79.2,69.2,0,GWS Giants,16,Geelong Cats,Manuka Oval,2022-05-07T16:35:00,13,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 9,91,17,30,56.67,88,0,9,15,24,4,6,1,3,0,0,0,11,12,1,1,7,4,1,2,0,62.5,55.6,0,GWS Giants,15,Carlton,GIANTS Stadium,2022-05-15T15:20:00,25,RAIN,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 15,56,8,27,29.63,72,0,9,10,19,3,1,0,3,0,0,0,7,12,2,2,6,6,2,5,0,84.2,88.9,0,GWS Giants,22,Collingwood,MCG,2022-06-26T15:20:00,13,RAIN,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 16,125,8,22,36.36,87,0,24,6,30,1,10,0,1,0,0,0,10,13,1,1,4,9,7,4,0,56.7,50,0,GWS Giants,8,Hawthorn,GIANTS Stadium,2022-07-03T15:20:00,15,RAIN,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Tim Taranto,2022,Round 17,101,6,19,31.58,88,0,13,10,23,4,7,1,3,0,1,0,13,9,1,0,2,2,2,1,0,69.6,53.8,0,GWS Giants,12,Port Adelaide,Adelaide Oval,2022-07-09T19:00:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE,12
Toby Bedford,2022,Round 1,43,0,29,0,55,0,5,4,9,3,2,0,3,0,1,0,4,5,2,0,1,1,1,1,0,77.8,60,0,Melbourne,5,Western Bulldogs,MCG,2022-03-16T19:10:00,27,RAIN,0,MEDIUM_FORWARD,2000-05-27,179,75,FALSE,FALSE,FALSE,TRUE,14
Toby Bedford,2022,Round 2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Melbourne,9,Gold Coast Suns,Metricon Stadium,2022-03-26T19:00:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2000-05-27,179,75,FALSE,FALSE,FALSE,TRUE,14
