player_name,team,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status
Jake Melksham,Melbourne,MEDIUM_FORWARD,1991-08-29,186,85,FALSE,FALSE,FALSE,TRUE
Steven May,Melbourne,KEY_DEFENDER,1992-01-10,193,101,TRUE,FALSE,FALSE,FALSE
Michael Hibberd,Melbourne,MEDIUM_DEFENDER,1990-01-03,186,94,TRUE,FALSE,FALSE,FALSE
Majak Daw,Melbourne,KEY_FORWARD,1991-03-11,195,101,TRUE,FALSE,TRUE,FALSE
Max Gawn,Melbourne,RUCK,1991-12-30,209,111,FALSE,FALSE,TRUE,FALSE
Mitch Brown,Melbourne,KEY_FORWARD,1990-08-28,196,90,FALSE,FALSE,FALSE,TRUE
Tom McDonald,Melbourne,KEY_FORWARD,1992-09-18,195,101,FALSE,FALSE,FALSE,TRUE
Adam Tomlinson,Melbourne,KEY_DEFENDER,1993-08-10,194,95,TRUE,FALSE,FALSE,FALSE
Ben Brown,Melbourne,KEY_FORWARD,1992-11-20,200,101,FALSE,FALSE,FALSE,TRUE
Jack Viney,Melbourne,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE
Luke Dunstan,Melbourne,MIDFIELDER,1995-01-29,185,86,FALSE,TRUE,FALSE,FALSE
Christian Salem,Melbourne,MEDIUM_DEFENDER,1995-07-15,184,84,TRUE,FALSE,FALSE,FALSE
Alex Neal-Bullen,Melbourne,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE
James Harmes,Melbourne,MIDFIELDER_FORWARD,1995-10-05,186,85,FALSE,TRUE,FALSE,TRUE
Christian Petracca,Melbourne,MIDFIELDER,1996-01-04,187,98,FALSE,TRUE,FALSE,FALSE
Ed Langdon,Melbourne,MIDFIELDER,1996-02-01,182,77,FALSE,TRUE,FALSE,FALSE
Angus Brayshaw,Melbourne,MEDIUM_DEFENDER,1996-01-09,187,92,TRUE,TRUE,FALSE,FALSE
Jake Lever,Melbourne,KEY_DEFENDER,1996-03-05,195,92,TRUE,FALSE,FALSE,FALSE
Sam Weideman,Melbourne,KEY_FORWARD,1997-06-26,197,97,FALSE,FALSE,FALSE,TRUE
Jayden Hunt,Melbourne,MEDIUM_DEFENDER,1995-04-03,187,88,TRUE,FALSE,FALSE,FALSE
Clayton Oliver,Melbourne,MIDFIELDER,1997-07-22,189,87,FALSE,TRUE,FALSE,FALSE
Tom Sparrow,Melbourne,MIDFIELDER_FORWARD,2000-05-31,183,85,FALSE,TRUE,FALSE,TRUE
Patrick Naish,West Coast Eagles,MIDFIELDER,1999-01-15,183,77,TRUE,FALSE,FALSE,FALSE
Patrick Naish,West Coast Eagles,MIDFIELDER,1999-01-15,183,77,FALSE,TRUE,FALSE,TRUE
Stefan Giro,West Coast Eagles,MEDIUM_FORWARD,1999-03-10,175,71,FALSE,TRUE,FALSE,FALSE
Hugh Dixon,West Coast Eagles,RUCK,1999-02-26,197,101,FALSE,FALSE,TRUE,TRUE
Connor West,West Coast Eagles,MIDFIELDER,1999-05-07,182,81,FALSE,FALSE,FALSE,TRUE
Zac Langdon,West Coast Eagles,MEDIUM_FORWARD,1995-11-13,178,80,FALSE,FALSE,FALSE,TRUE
Brayden Ainsworth,West Coast Eagles,MIDFIELDER_FORWARD,1998-11-21,184,80,FALSE,TRUE,FALSE,TRUE
Liam Ryan,West Coast Eagles,MEDIUM_FORWARD,1996-10-02,180,76,FALSE,FALSE,FALSE,TRUE
Oscar Allen,West Coast Eagles,KEY_FORWARD,1999-03-19,196,95,FALSE,FALSE,FALSE,TRUE
Luke Foley,West Coast Eagles,MEDIUM_DEFENDER,1999-10-08,189,81,TRUE,FALSE,FALSE,FALSE
Bailey J. Williams,West Coast Eagles,RUCK,2000-04-17,201,100,FALSE,FALSE,TRUE,TRUE
Tom Joyce,West Coast Eagles,MIDFIELDER,2000-03-07,181,88,FALSE,TRUE,FALSE,FALSE
Jack Petruccelle,West Coast Eagles,MEDIUM_FORWARD,1999-04-12,187,82,FALSE,FALSE,FALSE,TRUE
Luke Edwards,West Coast Eagles,MIDFIELDER,2002-01-12,189,84,FALSE,TRUE,FALSE,FALSE
Xavier O'Neill,West Coast Eagles,MIDFIELDER,2000-08-03,186,84,FALSE,TRUE,FALSE,TRUE
Isiah Winder,West Coast Eagles,MEDIUM_FORWARD,2002-05-16,180,80,FALSE,TRUE,FALSE,TRUE
Callum Jamieson,West Coast Eagles,KEY_DEFENDER,2000-07-31,200,94,FALSE,FALSE,TRUE,FALSE
Harry Edwards,West Coast Eagles,KEY_DEFENDER,2000-10-01,200,98,TRUE,FALSE,FALSE,FALSE
Zane Trew,West Coast Eagles,MIDFIELDER,2002-04-26,187,81,FALSE,TRUE,FALSE,FALSE
Logan Young,West Coast Eagles,MIDFIELDER,2002-03-14,193,87,FALSE,FALSE,FALSE,FALSE
Campbell Chesser,West Coast Eagles,MIDFIELDER,2003-04-27,186,83,TRUE,TRUE,FALSE,FALSE
Rhett Bazzo,West Coast Eagles,KEY_FORWARD,2003-10-17,195,86,TRUE,FALSE,FALSE,TRUE
Jack Williams,West Coast Eagles,RUCK,2003-12-01,198,94,FALSE,FALSE,TRUE,FALSE
Jack Williams,West Coast Eagles,RUCK,2003-12-01,198,94,FALSE,FALSE,TRUE,TRUE
Brady Hough,West Coast Eagles,MEDIUM_DEFENDER,2003-03-05,190,77,FALSE,TRUE,FALSE,FALSE
Shannon Hurn,West Coast Eagles,MEDIUM_DEFENDER,1987-09-04,187,95,TRUE,FALSE,FALSE,FALSE
Josh J. Kennedy,West Coast Eagles,KEY_FORWARD,1987-08-25,196,102,FALSE,FALSE,FALSE,TRUE
Nic Naitanui,West Coast Eagles,RUCK,1990-05-04,202,112,FALSE,FALSE,TRUE,FALSE
Luke Shuey,West Coast Eagles,MIDFIELDER,1990-06-02,184,89,FALSE,TRUE,FALSE,FALSE
Brad Sheppard,West Coast Eagles,MEDIUM_DEFENDER,1991-05-23,187,85,FALSE,FALSE,FALSE,FALSE
Jack Redden,West Coast Eagles,MIDFIELDER,1990-12-09,190,83,FALSE,TRUE,FALSE,FALSE
Andrew Gaff,West Coast Eagles,MIDFIELDER,1992-06-16,183,85,FALSE,TRUE,FALSE,FALSE
Jamie Cripps,West Coast Eagles,MEDIUM_FORWARD,1992-04-23,183,83,FALSE,FALSE,FALSE,TRUE
Jack Darling,West Coast Eagles,KEY_FORWARD,1992-06-13,191,95,FALSE,FALSE,FALSE,TRUE
Aaron Black,West Coast Eagles,MEDIUM_FORWARD,1992-12-25,181,81,FALSE,TRUE,FALSE,FALSE
Elliot Yeo,West Coast Eagles,MIDFIELDER,1993-10-01,190,91,FALSE,TRUE,FALSE,FALSE
Angus Dewar,West Coast Eagles,MEDIUM_DEFENDER,1992-10-12,190,88,TRUE,FALSE,FALSE,FALSE
Jeremy McGovern,West Coast Eagles,KEY_DEFENDER,1992-04-15,197,99,TRUE,FALSE,FALSE,FALSE
Tim Kelly,West Coast Eagles,MIDFIELDER,1994-07-26,183,85,FALSE,TRUE,FALSE,FALSE
Willie Rioli,West Coast Eagles,MIDFIELDER_FORWARD,1995-06-04,175,78,FALSE,TRUE,FALSE,TRUE
Dom Sheed,West Coast Eagles,MIDFIELDER,1995-04-10,187,87,FALSE,TRUE,FALSE,FALSE
Luke Meadows,West Coast Eagles,MIDFIELDER_FORWARD,1994-11-16,185,86,FALSE,TRUE,FALSE,FALSE
Liam Duggan,West Coast Eagles,MEDIUM_DEFENDER,1996-12-11,186,84,TRUE,TRUE,FALSE,FALSE
Jackson Nelson,West Coast Eagles,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE
Tom Barrass,West Coast Eagles,KEY_DEFENDER,1995-10-08,197,96,TRUE,FALSE,FALSE,FALSE
Greg Clark,West Coast Eagles,MIDFIELDER,1997-05-24,195,94,FALSE,TRUE,FALSE,FALSE
Tom Cole,West Coast Eagles,MEDIUM_DEFENDER,1997-05-28,188,83,TRUE,FALSE,FALSE,FALSE
Tom Cole,West Coast Eagles,MEDIUM_DEFENDER,1997-05-28,188,83,FALSE,TRUE,FALSE,TRUE
Sam Petrevski-Seton,West Coast Eagles,MIDFIELDER_FORWARD,1998-02-19,182,81,TRUE,FALSE,FALSE,FALSE
Jake Waterman,West Coast Eagles,MEDIUM_FORWARD,1998-05-06,193,92,FALSE,FALSE,FALSE,TRUE
Josh Rotham,West Coast Eagles,MEDIUM_DEFENDER,1998-02-25,193,89,TRUE,FALSE,FALSE,FALSE
Alex Witherden,West Coast Eagles,MEDIUM_DEFENDER,1998-09-10,188,86,TRUE,FALSE,FALSE,FALSE
Luke Strnadica,West Coast Eagles,RUCK,1998-01-01,202,102,FALSE,FALSE,TRUE,FALSE
Luke Strnadica,West Coast Eagles,RUCK,1998-01-01,202,102,FALSE,FALSE,TRUE,TRUE
Jamaine Jones,West Coast Eagles,MEDIUM_FORWARD,1998-09-29,179,81,FALSE,FALSE,FALSE,TRUE
Declan Mountford,West Coast Eagles,MIDFIELDER,1997-02-13,183,78,TRUE,TRUE,FALSE,FALSE
